Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
57,Yes,Travel_Rarely,178,Research & Development,14,2,Technical Degree,1,11,1,Female,47,1,3,Manager,4,Married,3343,17153,6,Y,No,19,4,2,80,0,1,2,3,3,8,4,7
26,No,Non-Travel,891,Human Resources,13,1,Life Sciences,1,12,2,Female,92,1,3,Human Resources,3,Married,18820,15266,5,Y,Yes,13,3,3,80,0,23,0,2,28,19,13,3
36,Yes,Travel_Frequently,751,Sales,26,3,Medical,1,13,4,Male,37,1,3,Research Scientist,2,Single,11792,19993,9,Y,Yes,13,2,1,80,2,26,1,4,0,15,13,11
58,Yes,Non-Travel,618,Research & Development,29,4,Technical Degree,1,14,4,Male,59,1,3,Sales Executive,4,Single,8313,11706,3,Y,No,13,1,1,80,3,29,3,4,13,4,11,10
23,No,Non-Travel,135,Sales,20,4,Life Sciences,1,15,2,Male,99,3,4,Healthcare Representative,3,Married,14238,12982,6,Y,Yes,14,1,4,80,0,28,2,4,7,7,12,10
56,No,Non-Travel,928,Sales,9,2,Life Sciences,1,16,3,Male,97,2,5,Laboratory Technician,2,Divorced,4376,15384,7,Y,Yes,15,2,3,80,3,27,3,1,6,8,7,3
23,No,Travel_Rarely,520,Research & Development,7,4,Life Sciences,1,17,3,Female,35,3,1,Manufacturing Director,2,Divorced,11782,19112,6,Y,Yes,17,2,3,80,0,22,5,2,11,9,9,14
28,No,Travel_Frequently,365,Human Resources,9,2,Other,1,18,1,Female,59,4,3,Manufacturing Director,4,Divorced,2512,18866,6,Y,No,24,4,4,80,3,15,5,3,12,19,9,3
30,No,Non-Travel,1388,Research & Development,10,1,Marketing,1,19,1,Male,51,2,1,Research Scientist,2,Divorced,13323,16562,9,Y,Yes,11,3,4,80,2,2,1,3,3,5,10,8
38,Yes,Travel_Frequently,261,Sales,16,1,Technical Degree,1,20,2,Male,94,1,3,Research Scientist,4,Married,12610,5285,9,Y,No,16,3,2,80,2,0,1,4,15,14,6,12
26,No,Travel_Rarely,370,Sales,27,4,Marketing,1,21,2,Male,34,2,4,Manager,3,Single,15905,10867,4,Y,No,18,2,1,80,2,30,2,2,28,14,14,11
40,No,Non-Travel,1102,Sales,19,1,Technical Degree,1,22,4,Female,49,1,2,Human Resources,1,Single,9717,24370,2,Y,No,13,3,2,80,3,32,3,3,17,18,4,6
53,No,Travel_Rarely,727,Research & Development,19,4,Technical Degree,1,23,3,Female,42,4,3,Human Resources,3,Single,2501,18354,5,Y,No,20,3,4,80,2,22,0,2,0,11,7,14
27,No,Non-Travel,313,Human Resources,11,4,Marketing,1,24,1,Male,65,2,2,Laboratory Technician,4,Single,6940,5102,0,Y,No,14,3,4,80,1,36,3,3,22,4,11,2
42,No,Travel_Rarely,850,Human Resources,5,1,Medical,1,25,4,Male,72,3,2,Sales Executive,1,Married,3425,23772,0,Y,Yes,20,2,1,80,1,26,4,3,6,3,9,5
32,No,Travel_Rarely,353,Sales,14,1,Technical Degree,1,26,4,Male,80,3,1,Sales Representative,1,Divorced,19859,2301,2,Y,No,19,4,1,80,2,11,0,1,18,10,2,1
42,No,Travel_Rarely,1248,Research & Development,24,1,Marketing,1,27,2,Female,69,4,3,Laboratory Technician,2,Single,17374,22432,2,Y,Yes,18,2,2,80,3,26,4,1,0,7,12,1
28,No,Travel_Frequently,227,Research & Development,7,2,Marketing,1,28,2,Female,52,2,2,Research Scientist,4,Single,1604,2544,6,Y,Yes,22,3,2,80,3,5,5,3,11,3,8,4
48,No,Travel_Frequently,1365,Research & Development,25,4,Marketing,1,29,3,Female,32,3,1,Laboratory Technician,3,Divorced,7347,16992,1,Y,No,14,2,3,80,2,35,2,1,15,2,7,8
37,No,Travel_Rarely,954,Sales,6,4,Technical Degree,1,30,3,Female,96,2,1,Sales Executive,1,Single,7599,14011,5,Y,Yes,12,2,2,80,1,34,2,2,22,5,1,12
35,No,Travel_Frequently,251,Human Resources,18,4,Technical Degree,1,31,3,Female,72,3,5,Sales Executive,3,Divorced,4023,6122,3,Y,No,22,4,1,80,2,33,1,2,9,15,3,14
48,No,Non-Travel,760,Research & Development,13,3,Marketing,1,32,3,Female,87,1,3,Manufacturing Director,2,Divorced,8823,15231,1,Y,No,24,2,2,80,1,21,4,4,15,7,11,1
32,No,Travel_Frequently,887,Sales,28,1,Life Sciences,1,33,4,Male,35,2,1,Research Scientist,4,Single,8161,22154,4,Y,No,23,3,2,80,3,35,0,3,19,8,13,2
56,No,Travel_Frequently,1404,Research & Development,18,2,Life Sciences,1,34,4,Male,73,4,5,Sales Representative,4,Married,2352,20655,5,Y,No,14,3,2,80,3,2,0,3,23,19,9,0
44,No,Travel_Rarely,681,Sales,12,2,Medical,1,35,2,Male,99,2,3,Manufacturing Director,1,Single,19141,17788,1,Y,Yes,22,3,1,80,3,6,4,3,7,2,5,2
22,No,Travel_Rarely,809,Human Resources,17,3,Technical Degree,1,36,4,Female,50,2,2,Human Resources,1,Single,15518,17984,3,Y,No,14,3,1,80,0,38,2,1,21,17,10,3
37,No,Travel_Frequently,403,Research & Development,10,3,Medical,1,37,2,Female,54,4,3,Sales Executive,1,Single,3479,3374,1,Y,No,12,4,3,80,1,35,2,2,24,5,7,14
33,Yes,Travel_Frequently,589,Research & Development,10,3,Life Sciences,1,38,4,Female,77,3,2,Sales Representative,4,Married,16015,24967,3,Y,Yes,14,4,4,80,0,24,4,4,16,0,1,4
45,No,Non-Travel,472,Research & Development,7,2,Marketing,1,39,2,Female,69,1,1,Research Scientist,2,Married,14253,23648,0,Y,No,16,3,1,80,1,23,0,2,13,7,11,4
40,No,Non-Travel,643,Sales,26,1,Technical Degree,1,40,3,Female,96,4,4,Human Resources,4,Divorced,10131,17122,6,Y,No,13,4,3,80,0,2,5,4,9,7,6,5
31,No,Travel_Rarely,1302,Human Resources,20,3,Marketing,1,41,3,Male,30,4,3,Manager,2,Married,7846,21937,0,Y,Yes,22,1,1,80,2,23,1,3,19,6,2,3
50,No,Travel_Rarely,1177,Sales,28,1,Marketing,1,42,1,Female,65,2,4,Human Resources,3,Divorced,14586,18154,4,Y,No,17,2,2,80,2,19,1,1,14,16,14,0
57,No,Non-Travel,1139,Human Resources,3,3,Marketing,1,43,2,Male,93,3,1,Sales Executive,4,Divorced,19091,11177,0,Y,Yes,17,3,2,80,0,10,1,1,24,15,1,10
37,Yes,Travel_Rarely,850,Sales,16,3,Other,1,44,3,Female,95,4,5,Human Resources,2,Single,16543,6487,2,Y,Yes,11,4,1,80,3,13,1,4,6,2,5,12
41,No,Travel_Frequently,282,Human Resources,10,4,Life Sciences,1,45,3,Male,39,3,1,Sales Executive,3,Married,6460,13925,9,Y,Yes,14,2,1,80,2,33,2,2,20,5,12,2
50,No,Travel_Frequently,455,Research & Development,22,4,Medical,1,46,3,Male,65,1,2,Research Scientist,3,Divorced,16982,9617,7,Y,Yes,14,1,1,80,2,1,4,4,14,19,5,5
36,No,Non-Travel,930,Human Resources,11,1,Other,1,47,2,Male,79,3,5,Sales Executive,1,Married,10056,18241,5,Y,No,12,3,3,80,1,36,0,2,18,5,0,8
28,No,Travel_Rarely,416,Research & Development,2,1,Marketing,1,48,1,Female,94,3,5,Manager,4,Divorced,1963,17645,6,Y,Yes,22,4,3,80,3,13,0,3,24,9,12,1
53,No,Non-Travel,1368,Human Resources,1,4,Marketing,1,49,2,Female,86,3,5,Manager,3,Married,10115,23379,4,Y,No,12,2,1,80,0,30,0,2,3,7,10,6
48,No,Non-Travel,913,Human Resources,1,1,Technical Degree,1,50,4,Male,50,3,3,Manager,3,Married,6457,12435,4,Y,Yes,23,3,2,80,0,20,2,2,20,15,7,14
33,No,Travel_Frequently,1436,Sales,21,2,Other,1,51,4,Male,70,1,2,Sales Representative,1,Single,19403,18039,2,Y,Yes,20,4,1,80,1,9,5,2,26,15,5,2
21,Yes,Non-Travel,1238,Human Resources,12,3,Medical,1,52,3,Male,79,1,3,Manufacturing Director,2,Divorced,14176,11485,2,Y,No,18,1,2,80,1,12,2,2,3,0,14,4
53,No,Travel_Frequently,1438,Sales,7,4,Medical,1,53,4,Male,70,2,1,Sales Executive,1,Divorced,17561,2220,0,Y,Yes,12,1,4,80,3,29,0,4,12,4,13,14
55,No,Travel_Frequently,1472,Research & Development,26,4,Technical Degree,1,54,3,Female,83,2,1,Healthcare Representative,4,Married,4386,12214,3,Y,Yes,24,2,2,80,1,33,1,1,28,13,12,6
40,No,Non-Travel,1093,Research & Development,27,2,Medical,1,55,2,Male,42,4,3,Laboratory Technician,1,Single,12647,8000,9,Y,No,12,2,1,80,3,0,2,3,8,4,2,6
21,No,Travel_Frequently,1332,Research & Development,29,3,Other,1,56,3,Male,84,4,4,Manufacturing Director,2,Divorced,11425,8769,1,Y,Yes,23,1,1,80,2,34,2,3,11,19,13,9
54,No,Travel_Rarely,332,Research & Development,1,1,Other,1,57,2,Male,87,4,3,Laboratory Technician,1,Single,14545,5995,8,Y,No,10,3,1,80,0,20,4,3,26,12,1,1
38,No,Non-Travel,1469,Sales,23,3,Marketing,1,58,3,Male,56,4,1,Manufacturing Director,2,Married,3123,13993,3,Y,Yes,21,4,4,80,3,18,3,2,22,7,12,13
19,No,Non-Travel,1329,Sales,6,3,Medical,1,59,3,Male,48,3,4,Manager,2,Single,1343,3800,3,Y,Yes,23,1,2,80,2,9,1,2,5,0,9,9
30,No,Travel_Rarely,1466,Human Resources,1,1,Marketing,1,60,1,Male,43,1,3,Human Resources,4,Married,7320,11829,9,Y,Yes,16,3,4,80,3,19,5,1,9,8,7,13
55,No,Travel_Frequently,343,Sales,29,3,Life Sciences,1,61,4,Female,66,2,3,Human Resources,2,Married,3329,24524,7,Y,Yes,24,2,4,80,1,7,0,1,24,13,14,2
20,No,Travel_Frequently,1090,Human Resources,29,3,Medical,1,62,3,Female,67,3,3,Sales Executive,1,Married,11886,5007,8,Y,Yes,19,2,3,80,3,12,2,2,16,6,0,1
27,No,Travel_Rarely,560,Human Resources,12,1,Marketing,1,63,4,Male,75,2,2,Sales Executive,4,Single,10806,6480,2,Y,No,24,1,1,80,3,1,3,3,0,18,6,9
59,Yes,Non-Travel,1419,Research & Development,26,2,Other,1,64,2,Female,73,4,5,Research Scientist,1,Married,10154,7323,6,Y,Yes,12,2,2,80,0,18,1,3,14,14,4,7
53,No,Travel_Rarely,205,Sales,10,2,Life Sciences,1,65,4,Female,92,2,2,Manufacturing Director,1,Divorced,4329,12121,3,Y,No,15,1,2,80,1,14,1,1,4,12,4,0
41,No,Travel_Frequently,1199,Research & Development,21,3,Other,1,66,3,Male,91,1,2,Research Scientist,2,Divorced,4051,10124,4,Y,No,11,3,4,80,1,12,4,4,0,1,4,11
59,Yes,Non-Travel,965,Research & Development,21,2,Other,1,67,4,Male,85,3,1,Research Scientist,2,Divorced,18453,14154,1,Y,No,14,1,3,80,2,8,4,2,6,15,12,0
53,No,Travel_Rarely,457,Sales,14,2,Marketing,1,68,2,Male,44,4,1,Manager,3,Divorced,14845,11822,1,Y,Yes,22,3,4,80,3,30,3,4,8,13,12,14
38,No,Travel_Rarely,1237,Research & Development,23,2,Life Sciences,1,69,4,Male,58,2,4,Sales Representative,2,Divorced,6899,5865,6,Y,No,21,1,3,80,3,13,3,2,19,9,14,0
56,No,Travel_Frequently,477,Human Resources,2,4,Other,1,70,3,Female,79,3,1,Laboratory Technician,3,Divorced,6754,10869,0,Y,Yes,14,3,1,80,2,11,5,3,11,7,6,5
41,No,Travel_Rarely,1233,Research & Development,23,4,Life Sciences,1,71,1,Male,46,1,2,Sales Representative,2,Married,16470,21089,8,Y,Yes,19,4,4,80,0,16,4,3,2,2,14,3
39,No,Travel_Rarely,1476,Sales,26,1,Other,1,72,4,Male,50,1,2,Manager,4,Married,16768,18337,4,Y,No,13,3,3,80,2,26,3,2,14,19,8,7
41,No,Travel_Frequently,171,Sales,23,4,Life Sciences,1,73,4,Male,44,1,5,Laboratory Technician,4,Single,9761,17502,5,Y,No,17,2,2,80,0,18,1,1,20,0,5,0
47,No,Travel_Rarely,670,Research & Development,20,3,Medical,1,74,2,Male,40,1,4,Sales Executive,1,Married,16741,13604,2,Y,No,23,2,4,80,0,1,4,1,7,4,9,2
33,No,Travel_Frequently,948,Human Resources,19,4,Life Sciences,1,75,2,Female,37,3,5,Human Resources,4,Single,19206,14532,9,Y,Yes,13,2,1,80,0,19,2,4,27,3,0,1
56,No,Travel_Frequently,726,Human Resources,10,3,Other,1,76,3,Male,34,3,2,Healthcare Representative,2,Divorced,7194,4540,5,Y,No,12,1,4,80,3,18,1,2,4,2,5,12
57,No,Travel_Frequently,1343,Human Resources,20,2,Other,1,77,2,Female,33,2,3,Sales Executive,4,Married,10700,3973,5,Y,Yes,10,2,3,80,2,31,3,4,25,1,10,7
53,Yes,Travel_Frequently,346,Sales,21,1,Medical,1,78,3,Male,58,1,1,Manufacturing Director,3,Divorced,19487,10148,3,Y,Yes,10,1,3,80,2,2,4,3,25,14,6,7
48,No,Travel_Rarely,1098,Research & Development,16,1,Marketing,1,79,4,Male,88,2,2,Human Resources,1,Married,8346,12889,4,Y,No,20,3,1,80,1,26,1,4,13,7,7,11
59,No,Travel_Frequently,228,Research & Development,26,3,Other,1,80,4,Female,31,1,3,Manager,2,Divorced,18652,16410,4,Y,No,17,1,4,80,3,17,1,2,9,7,11,11
45,Yes,Travel_Frequently,102,Research & Development,5,2,Other,1,81,4,Male,49,3,4,Laboratory Technician,3,Married,10530,18576,7,Y,Yes,21,4,3,80,3,28,5,3,0,8,1,10
47,No,Travel_Frequently,1105,Human Resources,18,1,Other,1,82,1,Female,90,3,3,Manufacturing Director,4,Single,18653,20678,6,Y,No,16,1,2,80,1,30,2,2,0,8,0,14
37,No,Non-Travel,898,Human Resources,14,1,Life Sciences,1,83,3,Male,46,2,4,Sales Representative,1,Divorced,4792,13517,5,Y,No,21,1,2,80,0,4,5,1,6,6,5,1
34,No,Non-Travel,1392,Research & Development,9,1,Medical,1,84,4,Male,89,2,2,Human Resources,2,Single,3873,9840,0,Y,Yes,24,2,2,80,0,31,5,4,10,14,3,1
39,No,Travel_Rarely,1038,Sales,15,3,Medical,1,85,1,Male,54,1,3,Human Resources,4,Married,4247,11631,3,Y,Yes,21,3,4,80,0,14,2,1,22,16,9,8
20,Yes,Travel_Frequently,964,Human Resources,24,1,Medical,1,86,1,Female,94,3,4,Healthcare Representative,1,Married,14672,23435,9,Y,No,12,4,1,80,2,13,0,2,22,12,11,12
35,Yes,Travel_Frequently,386,Research & Development,6,1,Medical,1,87,1,Male,75,3,1,Sales Representative,3,Divorced,7895,18603,5,Y,Yes,11,1,3,80,1,36,4,2,7,14,13,14
52,Yes,Non-Travel,533,Research & Development,28,1,Technical Degree,1,88,1,Female,44,4,1,Research Scientist,2,Married,14459,10071,6,Y,Yes,14,1,3,80,1,22,1,3,5,16,9,0
57,No,Travel_Frequently,273,Sales,5,4,Technical Degree,1,89,4,Male,53,3,1,Human Resources,1,Single,12638,6603,3,Y,Yes,11,4,1,80,2,39,5,4,7,16,6,4
52,No,Travel_Rarely,130,Sales,21,2,Life Sciences,1,90,4,Female,70,1,4,Human Resources,2,Single,5965,11963,0,Y,Yes,19,1,1,80,2,11,1,3,27,0,9,13
41,No,Travel_Rarely,230,Sales,4,3,Technical Degree,1,91,3,Male,35,1,4,Sales Executive,4,Married,17775,8181,6,Y,Yes,17,4,1,80,3,2,3,2,11,2,10,12
50,Yes,Travel_Frequently,1231,Sales,8,4,Other,1,92,2,Male,71,4,1,Manager,4,Divorced,19096,16979,8,Y,Yes,17,1,1,80,0,18,1,4,23,16,6,7
21,No,Travel_Rarely,606,Research & Development,23,1,Other,1,93,3,Male,49,4,4,Manufacturing Director,3,Single,1925,20531,6,Y,No,19,4,2,80,0,22,4,1,25,4,9,7
31,Yes,Non-Travel,1405,Sales,25,2,Medical,1,94,4,Male,57,4,3,Manufacturing Director,1,Married,12917,17045,6,Y,Yes,19,4,2,80,2,6,4,1,27,15,6,11
18,No,Travel_Frequently,1357,Human Resources,29,2,Other,1,95,4,Male,70,4,1,Manufacturing Director,1,Single,19859,2120,1,Y,Yes,18,3,1,80,3,13,1,4,2,14,2,14
53,No,Travel_Rarely,1385,Sales,19,3,Technical Degree,1,96,3,Female,80,3,1,Manufacturing Director,2,Married,4807,2761,4,Y,Yes,22,4,3,80,3,19,1,2,25,14,7,8
37,Yes,Travel_Rarely,1476,Research & Development,8,2,Marketing,1,97,1,Male,56,2,5,Sales Representative,2,Married,14268,14822,2,Y,No,19,3,1,80,0,29,5,2,20,3,4,8
42,No,Non-Travel,377,Sales,6,4,Medical,1,98,4,Female,48,2,4,Healthcare Representative,3,Divorced,15399,18518,5,Y,Yes,21,3,1,80,0,32,3,1,4,14,3,14
54,No,Travel_Rarely,759,Sales,23,4,Technical Degree,1,99,1,Male,46,1,5,Research Scientist,1,Divorced,12276,4687,4,Y,No,20,4,1,80,3,0,2,3,25,3,2,12
57,No,Travel_Frequently,688,Human Resources,22,1,Medical,1,100,2,Female,98,1,2,Healthcare Representative,1,Divorced,7636,4492,1,Y,Yes,16,1,1,80,2,38,1,3,21,14,8,12
45,No,Travel_Rarely,1048,Human Resources,9,1,Marketing,1,101,4,Male,55,4,1,Human Resources,4,Single,10513,13753,3,Y,No,16,1,3,80,3,29,5,4,3,2,8,10
53,Yes,Travel_Frequently,121,Sales,10,4,Life Sciences,1,102,1,Female,61,1,5,Research Scientist,2,Married,19372,20522,5,Y,Yes,19,2,2,80,0,9,5,4,8,16,14,14
57,No,Non-Travel,1402,Sales,4,4,Marketing,1,103,2,Male,56,4,2,Manager,4,Married,17359,17036,6,Y,Yes,21,1,2,80,1,8,1,4,15,1,0,8
21,No,Non-Travel,838,Human Resources,20,2,Other,1,104,4,Female,93,1,5,Manufacturing Director,2,Single,18438,4612,0,Y,Yes,18,4,4,80,2,14,4,2,11,19,8,5
33,No,Travel_Frequently,478,Research & Development,24,4,Technical Degree,1,105,2,Female,49,1,1,Manager,2,Divorced,16912,14895,5,Y,No,20,4,1,80,1,21,2,4,1,15,3,0
51,No,Non-Travel,147,Sales,2,1,Life Sciences,1,106,1,Male,45,2,1,Manager,1,Single,2712,8663,3,Y,Yes,22,4,1,80,2,2,0,4,21,6,10,11
19,No,Non-Travel,970,Sales,23,3,Life Sciences,1,107,4,Female,84,1,2,Manager,2,Single,17983,5712,7,Y,No,15,2,2,80,3,30,5,4,23,3,9,1
45,No,Travel_Rarely,277,Sales,14,3,Life Sciences,1,108,3,Male,92,2,2,Sales Executive,3,Single,9508,12024,6,Y,No,13,2,1,80,2,4,1,1,15,12,12,14
21,Yes,Non-Travel,1302,Sales,25,4,Marketing,1,109,3,Male,77,2,1,Laboratory Technician,3,Divorced,10368,19533,5,Y,Yes,20,2,4,80,1,39,3,2,7,2,2,14
57,No,Travel_Frequently,1208,Research & Development,28,3,Technical Degree,1,110,1,Male,82,1,5,Research Scientist,1,Divorced,12976,5683,5,Y,Yes,19,4,4,80,0,29,0,2,27,18,8,12
49,No,Travel_Frequently,452,Human Resources,25,2,Medical,1,111,1,Male,33,1,3,Laboratory Technician,2,Divorced,11256,4372,9,Y,Yes,19,1,1,80,0,35,4,4,23,14,1,6
26,No,Travel_Frequently,982,Research & Development,19,3,Other,1,112,4,Female,85,1,4,Sales Executive,2,Divorced,4667,24462,1,Y,Yes,17,3,4,80,0,13,5,3,10,19,12,9
22,No,Travel_Frequently,681,Sales,13,4,Medical,1,113,1,Male,65,4,1,Manufacturing Director,4,Divorced,11617,15312,4,Y,Yes,11,4,1,80,1,21,4,1,19,19,1,0
59,No,Travel_Frequently,681,Research & Development,27,3,Other,1,114,4,Male,95,1,3,Manufacturing Director,2,Married,8023,3805,2,Y,No,13,2,4,80,1,10,1,3,24,0,7,1
31,No,Travel_Frequently,1032,Sales,20,2,Technical Degree,1,115,2,Female,74,2,5,Laboratory Technician,1,Divorced,9918,8431,8,Y,Yes,10,3,4,80,1,17,1,4,14,10,13,0
22,No,Travel_Rarely,416,Human Resources,29,4,Other,1,116,4,Female,74,3,3,Manager,4,Single,5604,14225,0,Y,Yes,23,2,2,80,3,36,0,3,8,13,8,5
27,No,Travel_Rarely,149,Research & Development,7,4,Other,1,117,1,Female,67,3,4,Sales Executive,2,Divorced,7260,4778,1,Y,Yes,18,3,1,80,3,15,0,4,9,10,7,0
38,No,Non-Travel,1498,Research & Development,27,2,Marketing,1,118,1,Female,79,2,3,Healthcare Representative,1,Married,15731,5318,5,Y,No,21,3,3,80,0,28,4,1,11,14,7,5
27,Yes,Travel_Rarely,818,Human Resources,12,2,Marketing,1,119,4,Male,82,4,3,Research Scientist,3,Divorced,11748,23909,6,Y,No,11,3,3,80,0,12,0,4,26,7,9,4
39,Yes,Travel_Frequently,240,Research & Development,17,3,Marketing,1,120,4,Male,30,3,5,Manager,1,Married,4484,21481,9,Y,No,17,3,4,80,2,20,0,2,21,4,9,3
29,Yes,Travel_Frequently,970,Human Resources,19,4,Medical,1,121,4,Female,86,1,5,Human Resources,2,Single,9282,10757,7,Y,No,23,4,2,80,0,27,3,2,18,8,11,0
39,No,Travel_Frequently,329,Sales,11,2,Medical,1,122,3,Male,33,4,1,Laboratory Technician,1,Divorced,19698,18944,4,Y,Yes,24,4,3,80,0,5,2,4,15,7,6,5
18,No,Non-Travel,955,Sales,17,2,Life Sciences,1,123,4,Male,94,3,3,Manager,1,Divorced,9826,8541,1,Y,No,23,1,4,80,0,30,0,1,4,3,3,8
21,No,Travel_Frequently,1085,Sales,1,2,Marketing,1,124,3,Female,68,2,3,Manager,4,Single,17751,3878,7,Y,Yes,11,1,3,80,3,20,5,3,6,17,13,3
24,No,Travel_Frequently,1084,Research & Development,29,3,Medical,1,125,3,Female,60,3,2,Research Scientist,2,Married,9554,11835,2,Y,No,14,1,1,80,2,12,0,2,8,13,6,3
34,No,Non-Travel,1415,Research & Development,12,4,Other,1,126,1,Male,41,1,3,Sales Executive,1,Divorced,11076,14986,3,Y,Yes,19,2,3,80,1,28,2,2,8,9,14,12
22,No,Travel_Frequently,1226,Research & Development,16,1,Marketing,1,127,2,Male,81,3,2,Sales Representative,2,Divorced,10041,9111,6,Y,Yes,19,4,3,80,0,34,5,3,19,3,3,11
24,No,Travel_Rarely,679,Human Resources,29,4,Technical Degree,1,128,2,Female,43,3,5,Manager,1,Divorced,2684,15108,2,Y,No,16,4,1,80,2,28,0,3,19,6,2,1
33,No,Travel_Frequently,823,Sales,6,1,Marketing,1,129,3,Female,34,4,2,Human Resources,3,Divorced,8007,6916,8,Y,Yes,21,1,1,80,2,39,2,2,13,19,9,14
53,No,Travel_Frequently,498,Human Resources,18,4,Other,1,130,3,Female,30,1,5,Laboratory Technician,3,Divorced,12120,16053,6,Y,Yes,12,1,2,80,0,8,2,4,5,5,6,3
59,No,Non-Travel,1415,Sales,9,3,Medical,1,131,2,Male,69,4,4,Laboratory Technician,4,Divorced,11096,5795,8,Y,Yes,24,2,4,80,2,10,3,1,25,0,5,5
20,No,Non-Travel,973,Sales,22,2,Life Sciences,1,132,4,Female,92,4,4,Laboratory Technician,4,Married,13436,6879,1,Y,Yes,21,2,2,80,1,9,2,1,9,16,3,12
48,No,Travel_Frequently,1480,Human Resources,29,4,Marketing,1,133,1,Male,76,1,4,Laboratory Technician,2,Divorced,8435,17950,5,Y,Yes,15,4,2,80,1,27,5,2,29,6,3,13
29,No,Travel_Rarely,197,Human Resources,22,3,Marketing,1,134,1,Female,33,3,4,Sales Executive,2,Single,8792,6492,4,Y,Yes,12,4,1,80,2,33,4,2,27,12,8,0
20,No,Travel_Frequently,272,Research & Development,16,1,Life Sciences,1,135,1,Female,56,3,2,Sales Representative,2,Divorced,11187,15824,6,Y,Yes,10,2,4,80,2,36,0,1,15,10,11,14
34,No,Non-Travel,821,Research & Development,11,1,Technical Degree,1,136,3,Female,54,4,5,Laboratory Technician,3,Single,11754,4367,0,Y,No,10,4,1,80,1,23,5,4,14,11,12,12
44,No,Travel_Frequently,644,Research & Development,14,1,Life Sciences,1,137,2,Male,75,3,4,Research Scientist,1,Divorced,3365,19963,0,Y,Yes,12,4,4,80,2,0,1,1,19,4,2,12
26,No,Travel_Frequently,1446,Research & Development,5,1,Other,1,138,4,Male,73,2,2,Manufacturing Director,3,Divorced,4486,14002,7,Y,No,22,1,2,80,2,17,2,1,24,9,10,4
19,No,Travel_Frequently,1424,Human Resources,4,2,Other,1,139,1,Female,34,4,1,Sales Representative,3,Married,13013,15078,5,Y,Yes,18,3,1,80,3,21,2,3,10,7,2,8
20,No,Non-Travel,375,Research & Development,14,3,Marketing,1,140,3,Male,50,3,1,Manufacturing Director,3,Married,2336,3493,6,Y,No,12,4,3,80,3,35,3,3,23,14,5,10
